code,name,level
71229006,Bonbon Upper,Bgy
71229007,Buenavista,Bgy
71229008,Bugho,Bgy
71229009,Cabadiangan,Bgy
71229010,Calunasan Norte,Bgy
71229011,Calunasan Sur,Bgy
71229012,Camayaan,Bgy
71229013,Cambance,Bgy
71229014,Candabong,Bgy
71229015,Candasag,Bgy
71229016,Canlasid,Bgy
71229017,Gon-ob,Bgy
71229018,Gotozon,Bgy
71229019,Jimilian,Bgy
71229020,Oy,Bgy
71229021,Poblacion Sawang,Bgy
71229022,Poblacion Ondol,Bgy
71229023,Quinoguitan,Bgy
71229024,Taytay,Bgy
71229025,Tigbao,Bgy
71229026,Ugpong,Bgy
71229027,Valladolid,Bgy
71229028,Villaflor,Bgy
71230000,LOON,Mun
71230001,Agsoso,Bgy
71230002,Badbad Occidental,Bgy
71230003,Badbad Oriental,Bgy
71230004,Bagacay Katipunan,Bgy
71230005,Bagacay Kawayan,Bgy
71230006,Bagacay Saong,Bgy
71230007,Bahi,Bgy
71230008,Basac,Bgy
71230009,Basdacu,Bgy
71230010,Basdio,Bgy
71230011,Biasong,Bgy
71230012,Bongco,Bgy
71230013,Bugho,Bgy
71230014,Cabacongan,Bgy
71230015,Cabadug,Bgy
71230016,Cabug,Bgy
71230017,Calayugan Norte,Bgy
71230018,Calayugan Sur,Bgy
71230019,Canmaag,Bgy
71230020,Cambaquiz,Bgy
71230021,Campatud,Bgy
71230022,Candaigan,Bgy
71230023,Canhangdon Occidental,Bgy
71230024,Canhangdon Oriental,Bgy
71230025,Canigaan,Bgy
71230026,Canmanoc,Bgy
71230027,Cansuagwit,Bgy
71230028,Cansubayon,Bgy
71230029,Catagbacan Handig,Bgy
71230030,Catagbacan Norte,Bgy
71230031,Catagbacan Sur,Bgy
71230032,Cantam-is Bago,Bgy
71230033,Cantaongon,Bgy
71230034,Cantumocad,Bgy
71230035,Cantam-is Baslay,Bgy
71230036,Cogon Norte (Pob.),Bgy
71230037,Cogon Sur,Bgy
71230038,Cuasi,Bgy
71230039,Genomoan,Bgy
71230040,Lintuan,Bgy
71230041,Looc,Bgy
71230042,Mocpoc Norte,Bgy
71230043,Mocpoc Sur,Bgy
71230044,Nagtuang,Bgy
71230045,Napo (Pob.),Bgy
71230046,Nueva Vida,Bgy
71230047,Panangquilon,Bgy
71230048,Pantudlan,Bgy
71230049,Pig-ot,Bgy
71230050,Moto Norte (Pob.),Bgy
71230051,Moto Sur (Pob.),Bgy
71230052,Pondol,Bgy
71230053,Quinobcoban,Bgy
71230054,Sondol,Bgy
71230055,Song-on,Bgy
71230056,Talisay,Bgy
71230057,Tan-awan,Bgy
71230058,Tangnan,Bgy
71230059,Taytay,Bgy
71230060,Ticugan,Bgy
71230061,Tiwi,Bgy
71230062,Tontonan,Bgy
71230063,Tubodacu,Bgy
71230064,Tubodio,Bgy
71230065,Tubuan,Bgy
71230066,Ubayon,Bgy
71230067,Ubojan,Bgy
71231000,MABINI,Mun
71231001,Abaca,Bgy
71231002,Abad Santos,Bgy
71231003,Aguipo,Bgy
71231004,Concepcion (Banlas),Bgy
71231005,Baybayon,Bgy
71231006,Bulawan,Bgy
71231007,Cabidian,Bgy
71231009,Cawayanan,Bgy
71231010,Del Mar,Bgy
71231011,Lungsoda-an,Bgy
71231012,Marcelo,Bgy
71231013,Minol,Bgy
71231014,Paraiso,Bgy
71231015,Poblacion I,Bgy
71231016,Poblacion II,Bgy
71231017,San Isidro,Bgy
71231018,San Jose,Bgy
71231019,San Rafael,Bgy
71231020,San Roque (Cabulao),Bgy
71231021,Tambo,Bgy
71231022,Tangkigan,Bgy
71231023,Valaga,Bgy
71232000,MARIBOJOC,Mun
71232001,San Roque (Aghao),Bgy
71232002,Agahay,Bgy
71232003,Aliguay,Bgy
71232004,Anislag,Bgy
71232005,Bayacabac,Bgy
71232006,Bood,Bgy
71232007,Busao,Bgy
71232008,Cabawan,Bgy
71232009,Candavid,Bgy
71232010,Dipatlong,Bgy
71232011,Guiwanon,Bgy
71232012,Jandig,Bgy
71232013,Lagtangon,Bgy
71232014,Lincod,Bgy
71232015,Pagnitoan,Bgy
71232016,Poblacion,Bgy
71232017,Punsod,Bgy
71232018,Punta Cruz,Bgy
71232019,San Isidro,Bgy
71232020,San Vicente,Bgy
71232021,Tinibgan,Bgy
71232022,Toril,Bgy
71233000,PANGLAO,Mun
71233001,Bil-isan,Bgy
71233002,Bolod,Bgy
71233003,Danao,Bgy
71233004,Doljo,Bgy
71233005,Libaong,Bgy
71233006,Looc,Bgy
71233007,Lourdes,Bgy
71233008,Poblacion,Bgy
71233009,Tangnan,Bgy
71233010,Tawala,Bgy
71234000,PILAR,Mun
71234001,Aurora,Bgy
71234002,Bagacay,Bgy
71234003,Bagumbayan,Bgy
71234004,Bayong,Bgy
71234005,Buenasuerte,Bgy
71234006,Cagawasan,Bgy
71234007,Cansungay,Bgy
71234008,Catagda-an,Bgy
71234009,Del Pilar,Bgy
71234010,Estaca,Bgy
71234011,Ilaud,Bgy
71234012,Inaghuban,Bgy
71234013,La Suerte,Bgy
71234014,Lumbay,Bgy
71234015,Lundag,Bgy
71234016,Pamacsalan,Bgy
71234017,Poblacion,Bgy
71234018,Rizal,Bgy
71234019,San Carlos,Bgy
71234020,San Isidro,Bgy
71234021,San Vicente,Bgy
71235000,PRES. CARLOS P. GARCIA (PITOGO),Mun
71235001,Aguining,Bgy
71235003,Basiao,Bgy
71235004,Baud,Bgy
71235005,Bayog,Bgy
71235006,Bogo,Bgy
71235007,Bonbonon,Bgy
71235008,Canmangao,Bgy
71235009,Campamanog,Bgy
71235010,Gaus,Bgy
71235011,Kabangkalan,Bgy
71235012,Lapinig,Bgy
71235013,Lipata,Bgy
71235014,Poblacion,Bgy
71235015,Popoo,Bgy
71235016,Saguise,Bgy
71235017,San Jose (Tawid),Bgy
71235018,Santo Rosario,Bgy
71235019,Tilmobo,Bgy
71235020,Tugas,Bgy
71235021,Tugnao,Bgy
71235022,Villa Milagrosa,Bgy
71235023,Butan,Bgy
71235024,San Vicente,Bgy
71236000,SAGBAYAN (BORJA),Mun
71236001,Calangahan,Bgy
71236002,Canmano,Bgy
71236003,Canmaya Centro,Bgy
71236004,Canmaya Diot,Bgy
71236005,Dagnawan,Bgy
71236006,Kabasacan,Bgy
71236007,Kagawasan,Bgy
71236008,Katipunan,Bgy
71236009,Langtad,Bgy
71236010,Libertad Norte,Bgy
71236011,Libertad Sur,Bgy
71236012,Mantalongon,Bgy
71236013,Poblacion,Bgy
71236014,Sagbayan Sur,Bgy
71236015,San Agustin,Bgy
71236016,San Antonio,Bgy
71236017,San Isidro,Bgy
71236018,San Ramon,Bgy
71236019,San Roque,Bgy
71236020,San Vicente Norte,Bgy
71236021,San Vicente Sur,Bgy
71236022,Santa Catalina,Bgy
71236023,Santa Cruz,Bgy
71236024,Ubojan,Bgy
71237000,SAN ISIDRO,Mun
71237002,Abehilan,Bgy
71237003,Baunos,Bgy
71237005,Cabanugan,Bgy
71237006,Caimbang,Bgy
71237007,Cambansag,Bgy
71237008,Candungao,Bgy
71237009,Cansague Norte,Bgy
71237010,Cansague Sur,Bgy
71237011,Causwagan Sur,Bgy
71237012,Masonoy,Bgy
71237013,Poblacion,Bgy
71237014,Baryong Daan,Bgy
71238000,SAN MIGUEL,Mun
71238001,Bayongan,Bgy
71238003,Bugang,Bgy
71238004,Cabangahan,Bgy
71238005,Kagawasan,Bgy
71238006,Camanaga,Bgy
71238007,Cambangay Norte,Bgy
71238008,Capayas,Bgy
71238009,Corazon,Bgy
71238010,Garcia,Bgy
71238011,Hagbuyo,Bgy
71238012,Caluasan,Bgy
71238013,Mahayag,Bgy
71238014,Poblacion,Bgy
71238015,San Isidro,Bgy
71238016,San Jose,Bgy
71238017,San Vicente,Bgy
71238018,Santo Ni_o,Bgy
71238019,Tomoc,Bgy
71239000,SEVILLA,Mun
71239001,Bayawahan,Bgy
71239002,Cabancalan,Bgy
71239003,Calinga-an,Bgy
71239004,Calinginan Norte,Bgy
71239005,Calinginan Sur,Bgy
71239006,Cambagui,Bgy
71239008,Ewon,Bgy
71239009,Guinob-an,Bgy
71239010,Lagtangan,Bgy
71239011,Licolico,Bgy
71239012,Lobgob,Bgy
71239013,Magsaysay,Bgy
71239014,Poblacion,Bgy
71240000,SIERRA BULLONES,Mun
71240001,Abachanan,Bgy
71240002,Anibongan,Bgy
71240003,Bugsoc,Bgy
71240004,Canlangit,Bgy
71240005,Canta-ub,Bgy
71240006,Casilay,Bgy
71240007,Danicop,Bgy
71240008,Dusita,Bgy
71240009,Cahayag,Bgy
71240010,La Union,Bgy
71240011,Lataban,Bgy
71240012,Magsaysay,Bgy
71240013,Matin-ao,Bgy
71240014,Man-od,Bgy
71240015,Poblacion,Bgy
71240016,Salvador,Bgy
71240017,San Agustin,Bgy
71240018,San Isidro,Bgy
71240019,San Jose,Bgy
71240020,San Juan,Bgy
71240021,Santa Cruz,Bgy
71240022,Villa Garcia,Bgy
71241000,SIKATUNA,Mun
71241001,Abucay Norte,Bgy
71241002,Abucay Sur,Bgy
71241003,Badiang,Bgy
71241004,Bahaybahay,Bgy
71241005,Cambuac Norte,Bgy
71241006,Cambuac Sur,Bgy
71241007,Canagong,Bgy
71241008,Libjo,Bgy
71241009,Poblacion I,Bgy
71241010,Poblacion II,Bgy
71242000,TAGBILARAN CITY (Capital),City
71242001,Bool,Bgy
71242002,Booy,Bgy
71242003,Cabawan,Bgy
71242004,Cogon,Bgy
71242005,Dao,Bgy
71242006,Dampas,Bgy
71242008,Manga,Bgy
71242009,Mansasa,Bgy
71242010,Poblacion I,Bgy
71242011,Poblacion II,Bgy
71242012,Poblacion III,Bgy
71242013,San Isidro,Bgy
71242014,Taloto,Bgy
71242015,Tiptip,Bgy
71242016,Ubujan,Bgy
71243000,TALIBON,Mun
71243001,Bagacay,Bgy
71243002,Balintawak,Bgy
71243006,Burgos,Bgy
71243007,Busalian,Bgy
71243008,Calituban,Bgy
71243009,Cataban,Bgy
71243010,Guindacpan,Bgy
71243013,Magsaysay,Bgy
71243014,Mahanay,Bgy
71243017,Nocnocan,Bgy
71243021,Poblacion,Bgy
71243023,Rizal,Bgy
71243024,Sag,Bgy
71243026,San Agustin,Bgy
71243027,San Carlos,Bgy
71243028,San Francisco,Bgy
71243029,San Isidro,Bgy
71243030,San Jose,Bgy
71243031,San Pedro,Bgy
71243032,San Roque,Bgy
71243033,Santo Ni_o,Bgy
71243034,Sikatuna,Bgy
71243035,Suba,Bgy
71243036,Tanghaligue,Bgy
71243038,Zamora,Bgy
71244000,TRINIDAD,Mun
71244001,Banlasan,Bgy
71244002,Bongbong,Bgy
71244003,Catoogan,Bgy
71244004,Guinobatan,Bgy
71244005,Hinlayagan Ilaud,Bgy
71244006,Hinlayagan Ilaya,Bgy
71244007,Kauswagan,Bgy
71244008,Kinan-oan,Bgy
71244009,La Union,Bgy
71244010,La Victoria,Bgy
71244012,Mabuhay Cabigohan,Bgy
71244013,Mahagbu,Bgy
71244014,Manuel M. Roxas,Bgy
71244015,Poblacion,Bgy
71244016,San Isidro,Bgy
71244017,San Vicente,Bgy
71244018,Santo Tomas,Bgy
71244019,Soom,Bgy
71244020,Tagum Norte,Bgy
71244021,Tagum Sur,Bgy
71245000,TUBIGON,Mun
71245001,Bagongbanwa,Bgy
71245002,Bunacan,Bgy
71245003,Banlasan,Bgy
71245004,Batasan (Batasan Island),Bgy
71245005,Bilangbilangan (Bilangbilangan Island),Bgy
71245006,Bosongon,Bgy
71245007,Buenos Aires,Bgy
71245008,Cabulihan,Bgy
71245009,Cahayag,Bgy
71245010,Cawayanan,Bgy
71245011,Centro (Pob.),Bgy
71245012,Genonocan,Bgy
71245013,Guiwanon,Bgy
71245014,Ilihan Norte,Bgy
71245015,Ilihan Sur,Bgy
71245016,Libertad,Bgy
71245017,Macaas,Bgy
71245018,Mocaboc Island,Bgy
71245019,Matabao,Bgy
71245020,Panadtaran,Bgy
71245021,Panaytayon,Bgy
71245022,Pandan,Bgy
71245023,Pangapasan (Pangapasan Island),Bgy
71245024,Pinayagan Norte,Bgy
71245025,Pinayagan Sur,Bgy
71245026,Pooc Occidental (Pob.),Bgy
71245027,Pooc Oriental (Pob.),Bgy
71245028,Potohan,Bgy
71245029,Talenceras,Bgy
71245030,Tan-awan,Bgy
71245031,Tinangnan,Bgy
71245032,Ubay Island,Bgy
71245033,Ubojan,Bgy
71245034,Villanueva,Bgy
71246000,UBAY,Mun
71246001,Achila,Bgy
71246002,Bay-ang,Bgy
71246004,Biabas,Bgy
71246005,Benliw,Bgy
71246007,Bongbong,Bgy
71246008,Bood,Bgy
71246009,Buenavista,Bgy
71246011,Cagting,Bgy
71246012,Camali-an,Bgy
71246013,Camambugan,Bgy
71246015,Casate,Bgy
71246016,Katarungan,Bgy
71246017,Cuya,Bgy
71246018,Fatima,Bgy
71246019,Gabi,Bgy
71246020,Governor Boyles,Bgy
71246021,Guintabo-an,Bgy
71246022,Hambabauran,Bgy
71246023,Humayhumay,Bgy
71246024,Ilihan,Bgy
71246025,Imelda,Bgy
71246026,Juagdan,Bgy
71246027,Calanggaman,Bgy
71246030,Los Angeles,Bgy
71246031,Lomangog,Bgy
71246032,Pag-asa,Bgy
71246033,Pangpang,Bgy
71246034,Poblacion,Bgy
71246037,San Francisco,Bgy
71246038,San Isidro,Bgy
71246040,San Pascual,Bgy
71246041,San Vicente,Bgy
71246043,Sentinila,Bgy
71246044,Sinandigan,Bgy
71246045,Tapal,Bgy
71246046,Tapon,Bgy
71246047,Tintinan,Bgy
71246048,Tipolo,Bgy
71246049,Tubog,Bgy
71246050,Tuboran,Bgy
71246052,Union,Bgy
71246054,Villa Teresita,Bgy
71246055,Bulilis,Bgy
71246056,California,Bgy
71247000,VALENCIA,Mun
71247001,Adlawan,Bgy
71247002,Anas,Bgy
71247003,Anonang,Bgy
71247004,Anoyon,Bgy
71247005,Balingasao,Bgy
71247006,Botong,Bgy
71247007,Buyog,Bgy
71247008,Canduao Occidental,Bgy
71247009,Canduao Oriental,Bgy
71247010,Canlusong,Bgy
71247011,Canmanico,Bgy
71247012,Cansibao,Bgy
71247013,Catug-a,Bgy
71247014,Cutcutan,Bgy
71247015,Danao,Bgy
71247016,Genoveva,Bgy
71247017,Ginopolan (Ginopolan Proper),Bgy
71247018,La Victoria,Bgy
71247019,Lantang,Bgy
71247020,Limocon,Bgy
71247021,Loctob,Bgy
71247022,Magsaysay,Bgy
71247023,Marawis,Bgy
71247024,Maubo,Bgy
71247025,Nailo,Bgy
71247026,Omjon,Bgy
71247027,Pangi-an,Bgy
71247028,Poblacion Occidental,Bgy
71247029,Poblacion Oriental,Bgy
71247030,Simang,Bgy
71247031,Taug,Bgy
71247032,Tausion,Bgy
71247033,Taytay,Bgy
71247034,Ticum,Bgy
71247035,Banderahan (Upper Ginopolan),Bgy
71248000,BIEN UNIDO,Mun
71248001,Bilangbilangan Dako,Bgy
71248002,Bilangbilangan Diot,Bgy
71248003,Hingotanan East,Bgy
71248004,Hingotanan West,Bgy
71248005,Liberty,Bgy
71248006,Malingin,Bgy
71248007,Mandawa,Bgy
71248008,Maomawan,Bgy
71248009,Nueva Esperanza,Bgy
71248010,Nueva Estrella,Bgy
71248011,Pinamgo,Bgy
71248012,Poblacion (Bien Unido),Bgy
71248013,Puerto San Pedro,Bgy
71248014,Sagasa,Bgy
71248015,Tuboran,Bgy
72200000,CEBU,Prov
72201000,ALCANTARA,Mun
72201001,Cabadiangan,Bgy
72201002,Cabil-isan,Bgy
72201003,Candabong,Bgy
72201004,Lawaan,Bgy
72201005,Manga,Bgy
72201006,Palanas,Bgy
72201007,Poblacion,Bgy
72201008,Polo,Bgy
72201009,Salagmaya,Bgy
72202000,ALCOY,Mun
72202001,Atabay,Bgy
72202002,Daan-Lungsod,Bgy
72202003,Guiwang,Bgy
72202004,Nug-as,Bgy
72202005,Pasol,Bgy
72202006,Poblacion,Bgy
72202007,Pugalo,Bgy
72202008,San Agustin,Bgy
72203000,ALEGRIA,Mun
72203001,Compostela,Bgy
72203002,Guadalupe,Bgy
72203003,Legaspi,Bgy
72203004,Lepanto,Bgy
72203005,Madridejos,Bgy
72203006,Montpeller,Bgy
72203007,Poblacion,Bgy
72203008,Santa Filomena,Bgy
72203009,Valencia,Bgy
72204000,ALOGUINSAN,Mun
72204001,Angilan,Bgy
72204002,Bojo,Bgy
72204003,Bonbon,Bgy
72204004,Esperanza,Bgy
72204005,Kandingan,Bgy
72204006,Kantabogon,Bgy
72204007,Kawasan,Bgy
72204008,Olango,Bgy
72204009,Poblacion,Bgy
72204010,Punay,Bgy
72204011,Rosario,Bgy
72204012,Saksak,Bgy
72204013,Tampa-an,Bgy
72204014,Toyokon,Bgy
72204015,Zaragosa,Bgy
72205000,ARGAO,Mun
72205001,Alambijud,Bgy
72205002,Anajao,Bgy
72205003,Apo,Bgy
72205004,Balaas,Bgy
72205005,Balisong,Bgy
72205006,Binlod,Bgy
72205007,Bogo,Bgy
72205008,Butong,Bgy
72205009,Bug-ot,Bgy
72205010,Bulasa,Bgy
72205012,Calagasan,Bgy
72205013,Canbantug,Bgy
72205014,Canbanua,Bgy
72205015,Cansuje,Bgy
72205016,Capio-an,Bgy
72205017,Casay,Bgy
72205018,Catang,Bgy
72205019,Colawin,Bgy
72205020,Conalum,Bgy
72205021,Guiwanon,Bgy
72205022,Gutlang,Bgy
72205023,Jampang,Bgy
72205024,Jomgao,Bgy
72205025,Lamacan,Bgy
72205026,Langtad,Bgy
72205027,Langub,Bgy
72205028,Lapay,Bgy
72205029,Lengigon,Bgy
72205030,Linut-od,Bgy
72205031,Mabasa,Bgy
72205032,Mandilikit,Bgy
72205033,Mompeller,Bgy
72205034,Panadtaran,Bgy
72205035,Poblacion,Bgy
72205036,Sua,Bgy
72205037,Sumaguan,Bgy
72205038,Tabayag,Bgy
72205039,Talaga,Bgy
72205040,Talaytay,Bgy
72205041,Talo-ot,Bgy
72205042,Tiguib,Bgy
72205043,Tulang,Bgy
72205044,Tulic,Bgy
72205045,Ubaub,Bgy
72205046,Usmad,Bgy
72206000,ASTURIAS,Mun
72206001,Agbanga,Bgy
72206002,Agtugop,Bgy
72206003,Bago,Bgy
72206004,Bairan,Bgy
72206005,Banban,Bgy
72206006,Baye,Bgy
72206007,Bog-o,Bgy
72206009,Kaluangan,Bgy
72206010,Lanao,Bgy
72206011,Langub,Bgy
72206012,Looc Norte,Bgy
72206013,Lunas,Bgy
72206014,Magcalape,Bgy
72206015,Manguiao,Bgy
72206016,New Bago,Bgy
72206017,Owak,Bgy
72206018,Poblacion,Bgy
72206019,Saksak,Bgy
72206020,San Isidro,Bgy
72206021,San Roque,Bgy
72206022,Santa Lucia,Bgy
72206023,Santa Rita,Bgy
72206024,Tag-amakan,Bgy
72206025,Tagbubonga,Bgy
72206026,Tubigagmanok,Bgy
72206027,Tubod,Bgy
72206028,Ubogon,Bgy
72207000,BADIAN,Mun
72207001,Alawijao,Bgy
72207002,Balhaan,Bgy
72207003,Banhigan,Bgy
72207004,Basak,Bgy
72207005,Basiao,Bgy
72207006,Bato,Bgy
72207007,Bugas,Bgy
72207008,Calangcang,Bgy
72207009,Candiis,Bgy
72207011,Dagatan,Bgy
72207012,Dobdob,Bgy
72207013,Ginablan,Bgy
72207014,Lambug,Bgy
72207015,Malabago,Bgy
72207016,Malhiao,Bgy
72207017,Manduyong,Bgy
72207018,Matutinao,Bgy
72207019,Patong,Bgy
72207020,Poblacion,Bgy
72207021,Sanlagan,Bgy
72207022,Santicon,Bgy
72207023,Sohoton,Bgy
72207024,Sulsugan,Bgy
72207025,Talayong,Bgy
72207026,Taytay,Bgy
72207027,Tigbao,Bgy
72207028,Tiguib,Bgy
72207029,Tubod,Bgy
72207030,Zaragosa,Bgy
72208000,BALAMBAN,Mun
72208001,Abucayan,Bgy
72208002,Aliwanay,Bgy
72208003,Arpili,Bgy
72208004,Bayong,Bgy
72208005,Biasong,Bgy
72208006,Buanoy,Bgy
72208007,Cabagdalan,Bgy
72208008,Cabasiangan,Bgy
72208009,Cambuhawe,Bgy
72208010,Cansomoroy,Bgy
72208011,Cantibas,Bgy
72208012,Cantuod,Bgy
72208013,Duangan,Bgy
72208014,Gaas,Bgy
72208015,Ginatilan,Bgy
72208016,Hingatmonan,Bgy
72208017,Lamesa,Bgy
72208018,Liki,Bgy
72208019,Luca,Bgy
72208020,Matun-og,Bgy
72208021,Nangka,Bgy
72208022,Pondol,Bgy
72208023,Prenza,Bgy
72208024,Singsing,Bgy
72208025,Sunog,Bgy
72208026,Vito,Bgy
72208027,Baliwagan (Pob.),Bgy
72208028,Santa Cruz-Santo Ni_o (Pob.),Bgy
72209000,BANTAYAN,Mun
72209001,Atop-atop,Bgy
72209002,Baigad,Bgy
72209003,Baod,Bgy
72209004,Binaobao (Pob.),Bgy
72209005,Botigues,Bgy
72209006,Kabac,Bgy
72209007,Doong,Bgy
72209008,Hilotongan,Bgy
72209009,Guiwanon,Bgy
72209010,Kabangbang,Bgy
72209011,Kampingganon,Bgy
72209012,Kangkaibe,Bgy
72209013,Lipayran,Bgy
72209014,Luyongbaybay,Bgy
72209016,Mojon,Bgy
72209017,Obo-ob,Bgy
72209018,Patao,Bgy
72209019,Putian,Bgy
72209020,Sillon,Bgy
72209021,Sungko,Bgy
72209022,Suba (Pob.),Bgy
72209023,Sulangan,Bgy
72209024,Tamiao,Bgy
72209025,Bantigue (Pob.),Bgy
72209026,Ticad (Pob.),Bgy
72210000,BARILI,Mun
72210001,Azucena,Bgy
72210002,Bagakay,Bgy
72210003,Balao,Bgy
72210004,Bolocboloc,Bgy
72210005,Budbud,Bgy
72210006,Bugtong Kawayan,Bgy
72210007,Cabcaban,Bgy
72210008,Campangga,Bgy
72210009,Dakit,Bgy
72210010,Giloctog,Bgy
72210011,Guibuangan,Bgy
72210012,Giwanon,Bgy
72210013,Gunting,Bgy
72210014,Hilasgasan,Bgy
72210015,Japitan,Bgy
72210016,Cagay,Bgy
72210017,Kalubihan,Bgy
72210018,Kangdampas,Bgy
72210020,Candugay,Bgy
72210021,Luhod,Bgy
72210022,Lupo,Bgy
72210023,Luyo,Bgy
72210024,Maghanoy,Bgy
72210025,Maigang,Bgy
72210026,Malolos,Bgy
72210027,Mantalongon,Bgy
72210028,Mantayupan,Bgy
72210029,Mayana,Bgy
72210030,Minolos,Bgy
72210031,Nabunturan,Bgy
72210032,Nasipit,Bgy
72210034,Pancil,Bgy
72210035,Pangpang,Bgy
72210036,Paril,Bgy
72210037,Patupat,Bgy
72210038,Poblacion,Bgy
72210039,San Rafael,Bgy
72210040,Santa Ana,Bgy
72210041,Sayaw,Bgy
72210042,Tal-ot,Bgy
72210043,Tubod,Bgy
72210044,Vito,Bgy
72211000,CITY OF BOGO,City
72211001,Cogon (Pob.),Bgy
72211002,Anonang Norte,Bgy
72211003,Anonang Sur,Bgy
72211004,Banban,Bgy
72211005,Binabag,Bgy
72211006,Bungtod (Pob.),Bgy
72211007,Carbon (Pob.),Bgy
72211008,Cayang,Bgy
72211009,Dakit,Bgy
72211010,Don Pedro Rodriguez,Bgy
72211011,Gairan,Bgy
72211012,Guadalupe,Bgy
72211013,La Paz,Bgy
72211014,La Purisima Concepcion (Pob.),Bgy
72211015,Libertad,Bgy
72211016,Lourdes (Pob.),Bgy
72211017,Malingin,Bgy
72211018,Marangog,Bgy
72211019,Nailon,Bgy
72211020,Odlot,Bgy
72211021,Pandan (Pandan Heights),Bgy
72211022,Polambato,Bgy
72211023,Sambag (Pob.),Bgy
72211024,San Vicente (Pob.),Bgy
72211025,Santo Ni_o,Bgy
72211026,Santo Rosario (Pob.),Bgy
72211027,Siocon,Bgy
72211028,Taytayan,Bgy
72211029,Sudlonon,Bgy
72212000,BOLJOON,Mun
72212001,Baclayan,Bgy
72212002,El Pardo,Bgy
72212003,Granada,Bgy
72212004,Lower Becerril,Bgy
72212005,Poblacion,Bgy
72212006,San Antonio,Bgy
72212007,Upper Becerril,Bgy
72212008,Arbor,Bgy
72212009,Lunop,Bgy
72212010,Nangka,Bgy
72212011,South Granada,Bgy
72213000,BORBON,Mun
72213001,Bagacay,Bgy
72213002,Bili,Bgy
72213003,Bingay,Bgy
72213004,Bongdo,Bgy
72213005,Bongdo Gua,Bgy
72213006,Bongoyan,Bgy
72213007,Cadaruhan,Bgy
72213008,Cajel,Bgy
72213009,Campusong,Bgy
72213010,Clavera,Bgy
72213011,Don Gregorio Antigua (Taytayan),Bgy
72213012,Laaw,Bgy
72213013,Lugo,Bgy
72213014,Managase,Bgy
72213015,Poblacion,Bgy
72213016,Sagay,Bgy
72213017,San Jose,Bgy
72213018,Tabunan,Bgy
72213019,Tagnucan,Bgy
72214000,CITY OF CARCAR,City
72214001,Bolinawan,Bgy
72214002,Buenavista,Bgy
72214003,Calidngan,Bgy
72214004,Can-asujan,Bgy
72214005,Guadalupe,Bgy
72214006,Liburon,Bgy
72214007,Napo,Bgy
72214008,Ocana,Bgy
72214009,Perrelos,Bgy
72214010,Valencia,Bgy
72214011,Valladolid,Bgy
72214012,Poblacion I,Bgy
72214013,Poblacion II,Bgy
72214014,Poblacion III,Bgy
72214015,Tuyom,Bgy
72215000,CARMEN,Mun
72215001,Baring,Bgy
72215002,Cantipay,Bgy
72215003,Cantumog,Bgy
72215004,Cantukong,Bgy
72215005,Caurasan,Bgy
72215006,Corte,Bgy
72215007,Dawis Norte,Bgy
72215008,Dawis Sur,Bgy
72215009,Cogon East,Bgy
72215010,Hagnaya,Bgy
72215011,Ipil,Bgy
72215012,Lanipga,Bgy
72215013,Liboron,Bgy
72215014,Lower Natimao-an,Bgy
72215015,Luyang,Bgy
72215016,Poblacion,Bgy
72215017,Puente,Bgy
72215018,Sac-on,Bgy
72215019,Triumfo,Bgy
72215020,Upper Natimao-an,Bgy
72215021,Cogon West,Bgy
72216000,CATMON,Mun
72216001,Agsuwao,Bgy
72216002,Amancion,Bgy
72216003,Anapog,Bgy
72216004,Bactas,Bgy
72216005,Bongyas,Bgy
72216006,Basak,Bgy
72216007,Binongkalan,Bgy
72216008,Cabungaan,Bgy
72216009,Cambangkaya,Bgy
72216010,Can-ibuang,Bgy
72216011,Catmondaan,Bgy
72216012,Duyan,Bgy
72216013,Ginabucan,Bgy
72216014,Macaas,Bgy
72216015,Panalipan,Bgy
72216016,Tabili,Bgy
72216017,Tinabyonan,Bgy
72216018,San Jose Pob. (Catadman),Bgy
72216019,Corazon (Pob.),Bgy
72216020,Flores (Pob.),Bgy
72217000,CEBU CITY (Capital),City
72217001,Adlaon,Bgy
72217002,Agsungot,Bgy
72217003,Apas,Bgy
72217004,Babag,Bgy
72217005,Basak Pardo,Bgy
72217006,Bacayan,Bgy
72217007,Banilad,Bgy
72217008,Basak San Nicolas,Bgy
72217010,Binaliw,Bgy
72217011,Bonbon,Bgy
72217013,Budla-an (Pob.),Bgy
72217014,Buhisan,Bgy
72217015,Bulacao,Bgy
72217016,Buot-Taup Pardo,Bgy
72217017,Busay (Pob.),Bgy
72217018,Calamba,Bgy
72217019,Cambinocot,Bgy
72217020,Capitol Site (Pob.),Bgy
72217021,Carreta,Bgy
72217022,Central (Pob.),Bgy
72217023,Cogon Ramos (Pob.),Bgy
72217024,Cogon Pardo,Bgy
72217025,Day-as,Bgy
72217027,Duljo (Pob.),Bgy
72217028,Ermita (Pob.),Bgy
72217029,Guadalupe,Bgy
72217030,Guba,Bgy
72217031,Hippodromo,Bgy
72217032,Inayawan,Bgy
72217033,Kalubihan (Pob.),Bgy
72217034,Kalunasan,Bgy
72217035,Kamagayan (Pob.),Bgy
72217036,Camputhaw (Pob.),Bgy
72217037,Kasambagan,Bgy
72217038,Kinasang-an Pardo,Bgy
72217040,Labangon,Bgy
